Date,AAPL,AMZN,JNJ,JPM,META,MSFT,NVDA,TSLA,XOM
2023-06-14,182.12652587890625,126.41999816894531,151.7127227783203,134.71243286132812,272.0677490234375,332.1748352050781,42.973541259765625,256.7900085449219,98.16019439697266
2023-06-15,184.16607666015625,127.11000061035156,153.75047302246094,136.23580932617188,280.5079040527344,342.7700500488281,42.629730224609375,255.89999389648438,98.84159851074219
2023-06-16,183.08688354492188,125.48999786376953,154.22000122070312,136.39764404296875,279.68182373046875,337.08837890625,42.66870880126953,260.5400085449219,98.13217163085938
2023-06-20,183.1759796142578,125.77999877929688,154.12608337402344,135.70263671875,282.9961853027344,332.8739318847656,43.78409194946289,274.45001220703125,95.88260650634766
2023-06-21,182.1364288330078,124.83000183105469,153.89132690429688,135.502685546875,280.31884765625,328.4527282714844,43.021514892578125,259.4599914550781,96.95606231689453
2023-06-22,185.14627075195312,130.14999389648438,155.5252685546875,132.89395141601562,283.54364013671875,334.50848388671875,43.00152587890625,264.6099853515625,96.42399597167969
2023-06-23,184.8294219970703,129.3300018310547,155.39381408691406,132.19891357421875,287.3756103515625,329.89031982421875,42.185970306396484,256.6000061035156,95.58390808105469
2023-06-26,183.4334259033203,127.33000183105469,153.65655517578125,132.52259826660156,277.1637268066406,323.5686340332031,40.60982894897461,241.0500030517578,97.34809112548828
2023-06-27,186.1957550048828,129.17999267578125,153.33729553222656,132.53213500976562,285.7034606933594,329.44720458984375,41.853153228759766,250.2100067138672,97.5907974243164
2023-06-28,187.37396240234375,129.0399932861328,153.02740478515625,131.9513702392578,283.95172119140625,330.7076416015625,41.09457015991211,256.239990234375,98.38420104980469
2023-06-29,187.71060180664062,127.9000015258789,154.0979461669922,136.55950927734375,280.2093811035156,329.9198303222656,40.79972457885742,257.5,99.5976791381836
2023-06-30,192.0471649169922,130.36000061035156,155.43136596679688,138.47323608398438,285.6338195800781,335.3258056640625,42.2789192199707,261.7699890136719,100.111083984375
2023-07-03,190.55213928222656,130.22000122070312,153.3936309814453,139.5872039794922,284.67828369140625,332.8148498535156,42.38985824584961,279.82000732421875,100.30709075927734
2023-07-05,189.43333435058594,130.3800048828125,152.8865509033203,138.6573028564453,292.9891662597656,332.9723815917969,42.293914794921875,282.4800109863281,99.79370880126953
2023-07-06,189.9085693359375,128.36000061035156,151.7502899169922,137.28648376464844,290.6202697753906,336.0446472167969,42.08002853393555,276.5400085449219,96.06929016113281
2023-07-07,188.789794921875,129.77999877929688,149.54351806640625,138.3697052001953,289.1671447753906,332.0566711425781,42.47981262207031,274.42999267578125,96.29331970214844
2023-07-10,186.74029541015625,127.12999725341797,149.7876434326172,139.14622497558594,292.7204284667969,326.7491760253906,42.156982421875,269.6099853515625,97.72147369384766
2023-07-11,186.21556091308594,128.77999877929688,148.96133422851562,141.3223114013672,296.8907775878906,327.3793640136719,42.38186264038086,269.7900085449219,98.9162826538086
2023-07-12,187.88880920410156,130.8000030517578,148.44483947753906,142.02210998535156,307.8889465332031,332.0369567871094,43.87804412841797,271.989990234375,99.40166473388672
2023-07-13,188.6511688232422,134.3000030517578,149.13035583496094,142.7123260498047,311.9398498535156,337.413330078125,45.95191955566406,277.8999938964844,97.58145141601562
